9787208137820	26803255	5	0	0	2	10	48	https://img1.doubanio.com/lpic/s28774987.jpg
9787500702627	1290266	73.0%	22.0%	4.0%	0.0%	1.0%	27	7	0	35	111	308	https://img1.doubanio.com/lpic/s9853519.jpg
9787533258726	4059063	49.1%	36.6%	14.2%	0.0%	0.0%	63	2	0	9	307	180	https://img3.doubanio.com/lpic/s4021600.jpg
9787535836946	3121290	31.3%	50.0%	12.5%	6.3%	0.0%	10	1	0	1	21	20	https://img1.doubanio.com/lpic/s3160659.jpg
9787500792598	3879982	30.0%	30.0%	30.0%	10.0%	0.0%	4	0	0	0	17	14	https://img1.doubanio.com/lpic/s8948727.jpg
9787307050198	1933907	2	0	0	0	14	15	https://img3.doubanio.com/lpic/s2059293.jpg
9787541523342	1103992	49.4%	35.3%	14.1%	1.2%	0.0%	20	1	0	9	245	207	https://img3.doubanio.com/lpic/s1422351.jpg
9787539149530	4003021	25.3%	44.8%	28.7%	1.1%	0.0%	22	1	0	4	121	32	https://img3.doubanio.com/lpic/s3962125.jpg
9787533258177	3354727	45.9%	40.1%	12.8%	1.2%	0.0%	66	6	0	6	215	100	https://img3.doubanio.com/lpic/s22789640.jpg
9787805426273	1987566	78.0%	18.7%	3.3%	0.0%	0.0%	23	18	0	22	119	271	https://img3.doubanio.com/lpic/s2149784.jpg
9787506081931	26430486	50.9%	34.0%	13.2%	0.0%	1.9%	25	8	0	3	56	178	https://img1.doubanio.com/lpic/s28115727.jpg
9787544233552	1758919	26.6%	43.9%	27.1%	2.1%	0.3%	161	10	0	46	985	357	https://img5.doubanio.com/lpic/s1692976.jpg
9787533656454	5323563	1	3	0	1	10	8	https://img3.doubanio.com/lpic/s6246523.jpg
9787544843720	26790201	27.8%	55.6%	16.7%	0.0%	0.0%	7	3	0	2	20	32	https://img3.doubanio.com/lpic/s28767944.jpg
9787541749377	24307675	3	7	0	4	10	46	https://img1.doubanio.com/lpic/s26706338.jpg
9787501959556	2071404	20.5%	33.2%	40.7%	4.8%	0.7%	522	38	0	133	5869	2068	https://img3.doubanio.com/lpic/s6188644.jpg
9787531324577	1222704	52.2%	37.4%	8.7%	1.7%	0.0%	31	2	0	16	160	177	https://img3.doubanio.com/lpic/s5652432.jpg
9787539133416	1854577	63.2%	25.0%	10.5%	0.7%	0.7%	29	0	0	26	173	215	https://img1.doubanio.com/lpic/s3012737.jpg
9787533258061	3258559	40.4%	39.4%	18.2%	2.0%	0.0%	48	6	0	8	275	171	https://img5.doubanio.com/lpic/s3315266.jpg
9787543653276	3739321	60.7%	31.1%	6.6%	1.6%	0.0%	26	0	0	11	59	89	https://img3.doubanio.com/lpic/s8964294.jpg
9787533258153	3261175	56.7%	33.3%	7.8%	2.2%	0.0%	25	2	0	3	126	86	https://img1.doubanio.com/lpic/s3373238.jpg
9787532467044	1440184	42.7%	41.9%	12.1%	2.4%	0.8%	34	4	0	21	175	253	https://img1.doubanio.com/lpic/s1534298.jpg
9780312334581	2828764	96.2%	3.8%	0.0%	0.0%	0.0%	7	0	0	5	36	250	https://img1.doubanio.com/lpic/s7025438.jpg
9787535347626	4206379	44.0%	42.0%	14.0%	0.0%	0.0%	10	2	0	2	70	36	https://img1.doubanio.com/lpic/s6188219.jpg
9787539421445	2274456	37.8%	36.5%	25.7%	0.0%	0.0%	17	1	0	4	101	48	https://img5.doubanio.com/lpic/s25652816.jpg
9787535666581	25756921	54.3%	39.5%	6.2%	0.0%	0.0%	26	0	0	9	82	75	https://img3.doubanio.com/lpic/s27145465.jpg
9780744592894	1342110	74.8%	21.6%	3.6%	0.0%	0.0%	197	108	0	21	755	522	https://img1.doubanio.com/lpic/s3971328.jpg
9787201087467	26281613	0	0	0	0	2	6	https://img1.doubanio.com/lpic/s27963767.jpg
9787535442222	4194622	25.0%	36.5%	31.1%	5.2%	2.3%	340	18	0	284	2636	1477	https://img3.doubanio.com/lpic/s4103880.jpg
9787121297496	26855762	0	0	0	3	7	146	https://img3.doubanio.com/lpic/s28977260.jpg
9787553754215	26822791	0	0	0	0	2	2	https://img3.doubanio.com/lpic/s28831495.jpg
9787533645434	1462796	39.5%	45.2%	14.5%	0.8%	0.0%	28	5	0	28	166	480	https://img3.doubanio.com/lpic/s1480603.jpg
9787505608252	2123287	73.0%	22.1%	4.1%	0.5%	0.4%	311	22	0	101	1046	713	https://img3.doubanio.com/lpic/s26694072.jpg
9787550128187	26680279	2	0	0	0	4	5	https://img1.doubanio.com/lpic/s28368268.jpg
9787500742593	1076136	59.7%	33.3%	6.2%	0.8%	0.0%	74	4	0	5	301	84	https://img3.doubanio.com/lpic/s1075670.jpg
9780147508577	26591157	1	0	0	0	2	1	https://img3.doubanio.com/lpic/s28275225.jpg
9787505611788	5415197	40.0%	51.4%	8.6%	0.0%	0.0%	12	2	0	1	44	33	https://img3.doubanio.com/lpic/s6328543.jpg
9787200029710	1274150	27.7%	48.1%	23.0%	0.9%	0.3%	70	1	0	1	425	35	https://img3.doubanio.com/lpic/s26355901.jpg
9787505611733	3479698	52.0%	44.0%	4.0%	0.0%	0.0%	13	1	0	7	64	64	https://img3.doubanio.com/lpic/s27970231.jpg
9787539444123	6852291	69.0%	22.4%	8.6%	0.0%	0.0%	12	0	0	2	65	11	https://img3.doubanio.com/lpic/s8912035.jpg
9780230252035	6051781	2	0	0	0	4	91	https://img1.doubanio.com/lpic/s27089697.jpg
9787535895752	25758461	24.4%	56.1%	17.1%	0.0%	2.4%	15	4	0	15	46	118	https://img3.doubanio.com/lpic/s27255965.jpg
9787539133430	1884657	58.6%	22.8%	17.9%	0.7%	0.0%	27	2	0	18	173	243	https://img3.doubanio.com/lpic/s3012732.jpg
9787113109486	4242948	58.3%	34.8%	5.9%	0.0%	1.1%	42	0	0	5	247	335	https://img5.doubanio.com/lpic/s6122996.jpg
9787531837800	20435568	49.2%	37.6%	12.1%	1.0%	0.1%	287	8	0	83	1331	2306	https://img3.doubanio.com/lpic/s24481014.jpg
9787229104320	26639221	84.6%	15.4%	0.0%	0.0%	0.0%	8	2	0	1	12	7	https://img3.doubanio.com/lpic/s28314321.jpg
9787532476602	3197656	40.6%	37.4%	20.6%	1.3%	0.0%	55	6	0	10	196	82	https://img3.doubanio.com/lpic/s3240824.jpg
9787531684497	26613281	2	0	0	2	4	16	https://img3.doubanio.com/lpic/s28351812.jpg
9787229099312	26452802	100.0%	0.0%	0.0%	0.0%	0.0%	4	0	0	7	6	10	https://img3.doubanio.com/lpic/s28156715.jpg
9787511008732	10570240	63.3%	23.3%	13.3%	0.0%	0.0%	14	0	0	3	38	69	https://img1.doubanio.com/lpic/s10318598.jpg
9787544839730	26848097	2	1	0	0	7	1	https://img1.doubanio.com/lpic/s28945369.jpg
9787539142777	3242864	25.0%	70.0%	0.0%	0.0%	5.0%	9	0	0	2	28	9	https://img1.doubanio.com/lpic/s3294888.jpg
9787550258150	26582044	45.9%	37.7%	14.8%	1.6%	0.0%	12	11	0	21	64	750	https://img3.doubanio.com/lpic/s28271611.jpg
9787503919183	1061450	55.7%	36.1%	8.2%	0.0%	0.0%	12	2	0	4	90	20	https://img1.doubanio.com/lpic/s1183339.jpg
9787544241724	3198418	43.5%	44.6%	11.8%	0.0%	0.0%	39	3	0	9	286	165	https://img1.doubanio.com/lpic/s3241879.jpg
9787115321367	25712479	36.0%	33.7%	23.6%	6.7%	0.0%	30	1	0	23	115	397	https://img3.doubanio.com/lpic/s27027470.jpg
9787533258030	3248350	51.1%	36.3%	11.9%	0.0%	0.7%	47	1	0	4	171	62	https://img3.doubanio.com/lpic/s4181672.jpg
9787561475744	25853173	0	0	0	1	1	6	https://img1.doubanio.com/lpic/s27286297.jpg
9787539121116	1049207	45.4%	33.3%	19.1%	0.7%	1.4%	42	3	0	27	168	222	https://img3.doubanio.com/lpic/s1565443.jpg
9787534640131	2341973	26.3%	37.5%	33.8%	1.3%	1.3%	23	0	0	0	100	27	https://img3.doubanio.com/lpic/s10343921.jpg
9787500087144	7162078	65.9%	26.8%	4.9%	0.0%	2.4%	8	0	0	20	48	79	https://img1.doubanio.com/lpic/s7655369.jpg
9787539738161	3334065	86.2%	13.8%	0.0%	0.0%	0.0%	8	1	0	2	35	67	https://img3.doubanio.com/lpic/s3401991.jpg
9787519014513	26989715	81.8%	18.2%	0.0%	0.0%	0.0%	20	1	0	1	21	8	https://img3.doubanio.com/lpic/s29383285.jpg
9787533274351	25709199	4	0	0	0	10	4	https://img5.doubanio.com/lpic/s27024026.jpg
9787543468900	3224616	35.6%	49.6%	14.8%	0.0%	0.0%	52	0	0	4	169	101	https://img1.doubanio.com/lpic/s3272507.jpg
9787539145457	3528175	39.5%	42.0%	17.3%	1.2%	0.0%	27	0	0	3	104	49	https://img3.doubanio.com/lpic/s10266714.jpg
9787533279394	25906923	2	0	0	1	11	34	https://img3.doubanio.com/lpic/s27328094.jpg
9787507721935	1129793	63.6%	9.1%	18.2%	9.1%	0.0%	0	0	0	3	11	19	https://img3.doubanio.com/lpic/s1264171.jpg
9787530760321	25905596	2	0	0	0	5	2	https://img3.doubanio.com/lpic/s27463564.jpg
9787550275607	26808158	2	1	0	0	5	1	https://img1.doubanio.com/lpic/s28776928.jpg
9789571343228	1339950	68.8%	27.1%	3.7%	0.5%	0.0%	23	0	0	11	294	379	https://img3.doubanio.com/lpic/s1371020.jpg
9787544812313	4743854	63.9%	28.7%	6.6%	0.0%	0.8%	36	1	0	7	163	78	https://img1.doubanio.com/lpic/s4338707.jpg
9787505610071	4118392	35.5%	41.9%	22.6%	0.0%	0.0%	2	0	0	1	41	45	https://img3.doubanio.com/lpic/s6088485.jpg
9787549511372	10539611	46.2%	38.5%	15.4%	0.0%	0.0%	8	0	0	4	13	41	https://img1.doubanio.com/lpic/s8938739.jpg
9789814068123	3876718	85.7%	10.7%	3.6%	0.0%	0.0%	10	1	0	6	62	142	https://img3.doubanio.com/lpic/s24218861.jpg
9787221125170	26387599	69.6%	26.1%	4.3%	0.0%	0.0%	8	0	0	0	23	46	https://img1.doubanio.com/lpic/s28106769.jpg
9787221088994	4719507	1	0	0	0	15	127	https://img3.doubanio.com/lpic/s4231700.jpg
9789861790725	2258803	35.5%	46.2%	17.6%	0.6%	0.1%	976	52	0	538	10956	6571	https://img1.doubanio.com/lpic/s2740797.jpg
9789881849441	4230583	65.9%	28.8%	5.3%	0.0%	0.0%	43	0	0	27	226	1219	https://img3.doubanio.com/lpic/s4130132.jpg
9787543470798	3525603	53.6%	36.6%	8.9%	0.4%	0.4%	45	6	0	6	300	205	https://img3.doubanio.com/lpic/s3586132.jpg
9787503416705	1443914	30.4%	31.9%	23.2%	7.2%	7.2%	20	5	0	30	120	316	https://img1.doubanio.com/lpic/s10477469.jpg
9787807022404	1421028	1	0	0	1	6	6	https://img3.doubanio.com/lpic/s11125362.jpg
9787544813419	4881805	66.7%	26.4%	5.6%	1.4%	0.0%	15	0	0	4	99	15	https://img3.doubanio.com/lpic/s4415905.jpg
9787506354097	4856971	8.7%	39.1%	43.5%	4.3%	4.3%	9	0	0	6	24	37	https://img3.doubanio.com/lpic/s6231912.jpg
9787533264307	5397304	59.8%	28.0%	12.2%	0.0%	0.0%	35	1	0	3	101	42	https://img1.doubanio.com/lpic/s4662129.jpg
9787544225175	1030200	56.7%	33.3%	9.3%	0.5%	0.1%	820	46	0	152	6624	5553	https://img3.doubanio.com/lpic/s1818541.jpg
9787543464544	2117876	42.7%	41.8%	15.0%	0.2%	0.2%	96	9	0	25	610	406	https://img1.doubanio.com/lpic/s2449568.jpg
9787562447658	3423196	57.3%	28.1%	11.2%	2.2%	1.1%	19	20	0	10	110	430	https://img3.doubanio.com/lpic/s4466842.jpg
9787501962341	2991606	30.0%	30.0%	30.0%	10.0%	0.0%	3	1	0	4	16	94	https://img1.doubanio.com/lpic/s2986749.jpg
9787807474074	3337497	3	0	0	13	5	241	https://img1.doubanio.com/lpic/s8501169.jpg
9787510099267	26611202	35.1%	45.9%	13.5%	5.4%	0.0%	10	7	0	6	43	239	https://img5.doubanio.com/lpic/s28295506.jpg
9787020106486	26654074	0	0	0	0	2	82	https://img1.doubanio.com/lpic/s28337278.jpg
9787556812394	26846307	2	0	0	1	8	4	https://img3.doubanio.com/lpic/s28937861.jpg
9787544271912	25909857	44.1%	41.3%	12.6%	0.7%	1.4%	64	10	0	25	156	879	https://img1.doubanio.com/lpic/s27399978.jpg
9787533262556	4263422	60.0%	25.5%	10.7%	1.9%	1.9%	176	8	0	67	472	1188	https://img3.doubanio.com/lpic/s6932794.jpg
9787540426040	1047806	26.7%	60.0%	13.3%	0.0%	0.0%	5	0	0	5	19	42	https://img1.doubanio.com/lpic/s1035419.jpg
9787535836885	3107327	47.1%	41.2%	11.8%	0.0%	0.0%	12	1	0	6	65	25	https://img3.doubanio.com/lpic/s9259215.jpg
9787806792780	1131488	55.6%	40.7%	0.0%	3.7%	0.0%	3	0	0	2	44	20	https://img3.doubanio.com/lpic/s1160561.jpg
9787537651622	26036887	31.3%	50.0%	18.8%	0.0%	0.0%	5	0	0	0	24	4	https://img1.doubanio.com/lpic/s27636678.jpg
9787539116532	1799747	36.8%	50.0%	13.2%	0.0%	0.0%	9	0	0	6	98	86	https://img1.doubanio.com/lpic/s26552068.jpg
9787539193892	25916526	1	0	0	2	2	23	https://img3.doubanio.com/lpic/s27313112.jpg
9787565129438	26923238	0	1	0	0	0	1	https://img1.doubanio.com/lpic/s29179128.jpg
9787805673387	1039134	68.4%	28.6%	3.1%	0.0%	0.0%	16	280	0	10	119	19	https://img1.doubanio.com/lpic/s2641419.jpg
9787020048298	1322449	78.0%	18.4%	2.8%	0.7%	0.0%	30	280	0	12	208	129	https://img3.doubanio.com/lpic/s1925482.jpg
9787500758488	1005455	71.4%	24.2%	4.4%	0.0%	0.0%	73	18	0	21	460	208	https://img3.doubanio.com/lpic/s1084484.jpg
9787507424904	10583192	30.8%	53.8%	15.4%	0.0%	0.0%	0	10	0	0	12	6	https://img3.doubanio.com/lpic/s9129615.jpg
9787539120997	1030328	42.2%	39.7%	16.4%	0.9%	0.9%	32	0	0	16	150	137	https://img1.doubanio.com/lpic/s1461409.jpg
9787550611184	10593646	93.8%	0.0%	6.3%	0.0%	0.0%	2	3	0	10	9	59	https://img3.doubanio.com/lpic/s9053222.jpg
9787532486380	6758657	0	0	0	1	1	7	https://img3.doubanio.com/lpic/s6874253.jpg
9787300050157	1083308	35.7%	45.0%	19.4%	0.0%	0.0%	23	2	0	2	163	42	https://img3.doubanio.com/lpic/s1225930.jpg
9787511217325	10810687	42.8%	43.6%	12.9%	0.5%	0.2%	375	25	0	91	1382	2116	https://img3.doubanio.com/lpic/s11160221.jpg
9787555325703	26847737	2	0	0	0	2	2	https://img5.doubanio.com/lpic/s28943016.jpg
9787532251711	2027835	56.1%	33.9%	10.0%	0.0%	0.0%	154	15	0	40	830	1082	https://img3.doubanio.com/lpic/s2649324.jpg
9787534256301	4061972	61.3%	26.0%	10.1%	1.2%	1.3%	347	50	0	170	995	1533	https://img3.doubanio.com/lpic/s9437170.jpg
9787514508192	26537956	13.3%	20.0%	46.7%	20.0%	0.0%	11	0	0	2	16	13	https://img3.doubanio.com/lpic/s28221990.jpg
9787532111596	1992412	12.5%	43.8%	43.8%	0.0%	0.0%	5	0	0	4	24	92	https://img1.doubanio.com/lpic/s2153418.jpg
9787538269918	1005312	32.8%	37.9%	25.9%	2.6%	0.8%	309	25	0	73	3152	1873	https://img3.doubanio.com/lpic/s1161470.jpg
9787513308977	19965955	58.3%	33.3%	8.3%	0.0%	0.0%	3	1	0	1	13	16	https://img3.doubanio.com/lpic/s24530934.jpg
9787563353286	1393442	56.5%	39.1%	0.0%	4.3%	0.0%	3	0	0	3	36	59	https://img1.doubanio.com/lpic/s1408647.jpg
9784088538419	7015576	1	0	0	2	3	31	https://img3.doubanio.com/lpic/s27010753.jpg
9780060245863	2244387	34.0%	51.1%	14.9%	0.0%	0.0%	11	0	0	1	65	23	https://img1.doubanio.com/lpic/s4726187.jpg
9787514807417	10828425	60.8%	26.6%	10.1%	2.5%	0.0%	24	0	0	22	77	194	https://img1.doubanio.com/lpic/s11373077.jpg
9787540473464	26628814	10.0%	40.3%	42.8%	6.2%	0.7%	944	35	0	51	1856	963	https://img1.doubanio.com/lpic/s28370639.jpg
9787532617067	1278822	38.1%	47.6%	14.3%	0.0%	0.0%	5	2	0	0	51	14	https://img1.doubanio.com/lpic/s1284097.jpg
9789867399526	1919733	49.6%	35.9%	13.8%	0.6%	0.1%	168	19	0	47	866	224	https://img1.doubanio.com/lpic/s4093689.jpg
9787806312469	1044377	76.9%	23.1%	0.0%	0.0%	0.0%	8	0	0	1	34	72	https://img3.doubanio.com/lpic/s1032613.jpg
9787503948787	5938030	40.0%	46.7%	13.3%	0.0%	0.0%	9	1	0	4	19	28	https://img3.doubanio.com/lpic/s6283184.jpg
9787533269463	11612035	41.2%	35.3%	23.5%	0.0%	0.0%	2	1	0	1	33	17	https://img3.doubanio.com/lpic/s25979450.jpg
9787533261894	3887796	71.1%	21.1%	7.9%	0.0%	0.0%	12	0	0	4	46	61	https://img3.doubanio.com/lpic/s3938463.jpg
9787556054947	26961057	61.5%	38.5%	0.0%	0.0%	0.0%	2	13	0	2	8	23	https://img3.doubanio.com/lpic/s29302594.jpg
9787560085845	3771250	3	0	0	0	12	15	https://img1.doubanio.com/lpic/s3931828.jpg
9787544808996	4087895	23.3%	53.3%	23.3%	0.0%	0.0%	10	0	0	2	39	31	https://img3.doubanio.com/lpic/s4051254.jpg
9787533828424	1007751	88.3%	9.1%	2.6%	0.0%	0.0%	28	2	0	1	92	91	https://img1.doubanio.com/lpic/s1146229.jpg
9787530448250	4909249	37.3%	47.5%	13.6%	1.7%	0.0%	27	11	0	8	72	116	https://img3.doubanio.com/lpic/s4582693.jpg
9787539429717	4113906	50.4%	41.4%	8.3%	0.0%	0.0%	45	3	0	10	169	129	https://img1.doubanio.com/lpic/s4037488.jpg
9787507723519	1176484	33.3%	40.0%	20.0%	6.7%	0.0%	3	0	0	3	23	7	https://img3.doubanio.com/lpic/s2173270.jpg
9787508660813	26824247	33.3%	43.3%	23.3%	0.0%	0.0%	16	1	0	7	34	122	https://img1.doubanio.com/lpic/s28837849.jpg
9787801319951	1083041	66.7%	27.5%	3.9%	2.0%	0.0%	9	0	0	3	71	42	https://img1.doubanio.com/lpic/s2197439.jpg
9787507426038	10774781	40.7%	46.3%	11.1%	1.9%	0.0%	17	0	0	4	63	102	https://img1.doubanio.com/lpic/s26248968.jpg
9787550206526	11511422	30.0%	30.0%	40.0%	0.0%	0.0%	9	0	0	0	23	12	https://img3.doubanio.com/lpic/s11313724.jpg
9787535676092	26827251	33.3%	39.7%	19.0%	6.3%	1.6%	31	9	0	7	60	398	https://img1.doubanio.com/lpic/s28853768.jpg
9787544226721	1442308	69.0%	26.8%	4.0%	0.2%	0.0%	93	5	0	31	626	430	https://img3.doubanio.com/lpic/s1985473.jpg
9787539974361	25909498	79.2%	12.5%	8.3%	0.0%	0.0%	10	4	0	2	25	71	https://img5.doubanio.com/lpic/s27306936.jpg
9787508640198	25747589	14.3%	52.4%	33.3%	0.0%	0.0%	8	0	0	5	36	29	https://img3.doubanio.com/lpic/s27327760.jpg
9787201103624	26797183	54.8%	25.3%	15.8%	3.4%	0.7%	138	4	0	11	319	967	https://img3.doubanio.com/lpic/s28777054.jpg
9787563379064	3409639	61.7%	31.7%	6.7%	0.0%	0.0%	8	0	0	0	76	38	https://img5.doubanio.com/lpic/s26678406.jpg
9787539140629	2996920	35.9%	39.1%	25.0%	0.0%	0.0%	25	0	0	4	132	48	https://img1.doubanio.com/lpic/s2962649.jpg
9787563383849	3596979	67.9%	28.6%	3.6%	0.0%	0.0%	7	0	0	7	31	275	https://img3.doubanio.com/lpic/s3999283.jpg
9787544839396	26692741	3	0	0	0	8	3	https://img3.doubanio.com/lpic/s28367782.jpg
9787511253606	25894585	1.6%	0.0%	0.0%	0.0%	98.4%	36	0	0	2	66	8	https://img3.doubanio.com/lpic/s28764474.jpg
9787513525589	20381841	53.3%	40.0%	6.7%	0.0%	0.0%	4	0	0	0	20	7	https://img3.doubanio.com/lpic/s24515931.jpg
9787540557706	10850970	47.3%	38.7%	12.7%	1.1%	0.3%	223	5	0	40	880	1485	https://img3.doubanio.com/lpic/s11155861.jpg
9787300089423	3023897	69.3%	22.3%	7.8%	0.0%	0.6%	80	10	0	59	352	937	https://img1.doubanio.com/lpic/s3512428.jpg
9787020053780	1781440	23.7%	32.8%	36.7%	4.5%	2.3%	76	9	0	21	253	1253	https://img3.doubanio.com/lpic/s1652690.jpg
9787508665191	26868703	2	0	0	1	4	46	https://img3.doubanio.com/lpic/s29202763.jpg
9787539175737	10740556	52.4%	42.9%	4.8%	0.0%	0.0%	7	2	0	4	29	14	https://img5.doubanio.com/lpic/s10346236.jpg
9787539148076	3704461	61.9%	27.9%	8.8%	0.9%	0.5%	40	1	0	6	293	50	https://img3.doubanio.com/lpic/s8831883.jpg
9789881799449	3449159	61.3%	30.1%	8.6%	0.0%	0.0%	10	0	0	20	125	681	https://img1.doubanio.com/lpic/s3578818.jpg
9787544246767	4773507	70.5%	22.2%	7.2%	0.0%	0.0%	134	9	0	17	495	204	https://img5.doubanio.com/lpic/s4422786.jpg
9787544246781	4710362	41.1%	35.6%	23.3%	0.0%	0.0%	24	1	0	2	93	40	https://img3.doubanio.com/lpic/s4248741.jpg
9780670445806	1473513	66.0%	30.0%	4.0%	0.0%	0.0%	20	1	0	1	68	77	https://img1.doubanio.com/lpic/s2542748.jpg
9787534218170	1005022	45.2%	32.3%	22.6%	0.0%	0.0%	11	0	0	5	40	54	https://img3.doubanio.com/lpic/s9072855.jpg
9787514503814	21817831	61.7%	33.8%	4.5%	0.0%	0.0%	41	0	0	8	170	119	https://img3.doubanio.com/lpic/s25810531.jpg
9787530451342	6127332	63.1%	29.0%	7.9%	0.0%	0.0%	96	3	0	13	328	215	https://img3.doubanio.com/lpic/s6518412.jpg
9787020085897	6146052	31.0%	38.8%	25.4%	3.0%	1.7%	76	20	0	41	277	775	https://img3.doubanio.com/lpic/s4882604.jpg
9787537620017	1030061	52.4%	28.6%	19.0%	0.0%	0.0%	9	7	0	4	60	75	https://img5.doubanio.com/lpic/s1678336.jpg
9787511017642	25941881	0	0	0	0	3	10	https://img3.doubanio.com/lpic/s27357005.jpg
9787543477490	5254300	44.1%	39.7%	16.2%	0.0%	0.0%	34	2	0	6	87	78	https://img3.doubanio.com/lpic/s4566184.jpg
9787530440124	3330195	52.5%	31.1%	14.8%	1.6%	0.0%	12	1	0	1	91	79	https://img1.doubanio.com/lpic/s3661177.jpg
9787545602111	26895483	59.4%	31.3%	9.4%	0.0%	0.0%	14	17	0	6	27	391	https://img1.doubanio.com/lpic/s29103579.jpg
9787550249240	26363740	0	0	0	1	6	6	https://img3.doubanio.com/lpic/s28109773.jpg
9787512635784	26596172	62.5%	35.1%	2.5%	0.0%	0.0%	214	101	0	31	258	62	https://img1.doubanio.com/lpic/s28370737.jpg
9787515321653	25805993	89.5%	0.0%	10.5%	0.0%	0.0%	9	0	0	5	17	65	https://img3.doubanio.com/lpic/s27195750.jpg
9787544240109	3044158	34.1%	43.1%	21.5%	1.0%	0.3%	163	17	0	69	937	570	https://img3.doubanio.com/lpic/s3044430.jpg
9787807459842	10453914	25.0%	47.5%	22.5%	5.0%	0.0%	14	13	0	10	48	203	https://img3.doubanio.com/lpic/s8949900.jpg
9787533253486	2170923	80.0%	15.0%	5.0%	0.0%	0.0%	2	0	0	3	29	40	https://img3.doubanio.com/lpic/s2628485.jpg
9787564527778	26925647	87.5%	12.5%	0.0%	0.0%	0.0%	5	8	0	1	10	26	https://img3.doubanio.com/lpic/s29186541.jpg
9787544738699	24756462	45.6%	42.6%	10.8%	0.7%	0.2%	163	14	0	58	464	525	https://img3.doubanio.com/lpic/s26739252.jpg
9787534273421	23155730	14.3%	78.6%	7.1%	0.0%	0.0%	6	0	0	2	19	11	https://img3.doubanio.com/lpic/s26355100.jpg
9787514819793	25986517	28.6%	14.3%	42.9%	0.0%	14.3%	8	3	0	2	14	36	https://img3.doubanio.com/lpic/s27967630.jpg
